"439","skunk","0","0","1"
"440","skyscraper","0","0","1"
"441","sled","0","0","1"
"442","sledgehammer","0","0","1"
"443","sleigh","0","0","1"
"444","slingshot","0","0","1"
"445","slippers","0","0","1"
"446","snail","0","0","1"
"447","socks","0","0","1"
"448","sofa","0","0","1"
"449","spade","0","0","1"
"450","sparrow","0","0","1"
"451","spatula","0","0","1"
"452","spear","0","0","1"
"453","spider","0","0","1"
"454","spinach","0","0","1"
"455","spoon","0","0","1"
"456","squid","0","0","1"
"457","squirrel","0","0","1"
"458","starling","0","0","1"
"459","stereo","0","0","1"
"460","stick","0","0","1"
"461","stone","0","0","1"
"462","stool_(furniture)","0","0","1"
"463","stork","0","0","1"
"464","stove","0","0","1"
"465","strainer","0","0","1"
"466","strawberry","0","0","1"
"467","submarine","0","0","1"
"468","subway","0","0","1"
"469","surfboard","0","0","1"
"470","swan","0","0","1"
"471","sweater","0","0","1"
"472","swimsuit","0","0","1"
"473","sword","0","0","1"
"474","table","0","0","1"
"475","tack","0","0","1"
"476","tangerine","0","0","1"
"477","tank_(army)","0","0","1"
"478","tank_(container)","0","0","1"
"479","tap","0","0","1"
"480","tape_(scotch)","0","0","1"
"481","taxi","0","0","1"
"482","telephone","0","0","1"
"483","tent","0","0","1"
"484","thermometer","0","0","1"
"485","thimble","0","0","1"
"486","tie","0","0","1"
"487","tiger","0","0","1"
"488","toad","0","0","1"
"489","toaster","0","0","1"
"490","toilet","0","0","1"
"491","tomahawk","0","0","1"
"492","tomato","0","0","1"
"493","tongs","0","0","1"
"494","tortoise","0","0","1"
"495","toy","0","0","1"
"496","tractor","0","0","1"
"497","trailer","0","0","1"
"498","train","0","0","1"
"499","tray","0","0","1"
"500","tricycle","0","0","1"
"501","tripod","0","0","1"
"502","trolley","0","0","1"
"503","trombone","0","0","1"
"504","trousers","0","0","1"
"505","trout","0","0","1"
"506","truck","0","0","1"
"507","trumpet","0","0","1"
"508","tuba","0","0","1"
"509","tuna","0","0","1"
"510","turkey","0","0","1"
"511","turnip","0","0","1"
"512","turtle","0","0","1"
"513","typewriter","0","0","1"
"514","umbrella","0","0","1"
"515","unicycle","0","0","1"
"516","urn","0","0","1"
"517","van","0","0","1"
"518","veil","0","0","1"
"519","vest","0","0","1"
"520","vine","0","0","1"
"521","violin","0","0","1"
"522","vulture","0","0","1"
"523","wagon","0","0","1"
"524","wall","0","0","1"
"525","walnut","0","0","1"
"526","walrus","0","0","1"
"527","wand","0","0","1"
"528","wasp","0","0","1"
"529","whale","0","0","1"
"530","wheel","0","0","1"
"531","wheelbarrow","0","0","1"
"532","whip","0","0","1"
"533","whistle","0","0","1"
"534","willow","0","0","1"
"535","woodpecker","0","0","1"
"536","worm","0","0","1"
"537","wrench","0","0","1"
"538","yacht","0","0","1"
"539","yam","0","0","1"
"540","zebra","0","0","1"
"541","zucchini","0","0","1"
"542","animal","0","0","0"
"543","ankle","0","0","0"
"544","ant","0","0","1"
"545","arm","0","0","0"
"546","aunt","0","0","0"
"547","baby","0","0","0"
"548","babysitter","0","0","0"
"549","backyard","0","0","0"
"550","basement","0","0","1"
"551","basket","0","0","1"
"552","bathroom","0","0","0"
"553","beach","0","0","0"
"554","beads","0","0","0"
"555","bear","0","0","1"
"556","bee","0","0","0"
"557","belly_button","0","0","0"
"558","bib","0","0","0"
"559","bicycles","0","0","0"
"560","bird","0","0","0"
"561","blanket","0","0","0"
"562","block","0","0","0"
"563","boy","0","0","0"
"564","brother","0","0","0"
"565","bug","0","0","0"
"566","bunny       ","0","0","0"
"567","button","0","0","0"
"568","camera","0","0","0"
"569","camping","0","0","0"
"570","candy","0","0","0"
"571","cereal","0","0","0"
"572","cheek","0","0","0"
"573","child","0","0","0"
"574","chin","0","0","0"
"575","chocolate","0","0","0"
"576","circus","0","0","0"
"577","cloud        ","0","0","0"
"578","clown","0","0","0"
"579","coffee","0","0","0"
"580","coke","0","0","0"
"581","cookie","0","0","0"
"582","country","0","0","0"
"583","cowboy","0","0","0"
"584","cracker","0","0","0"
"585","crib","0","0","0"
"586","daddy","0","0","0"
"587","diaper","0","0","0"
"588","dish","0","0","1"
"589","doctor","0","0","0"
"590","donut","0","0","0"
"591","downtown","0","0","0"
"592","drawer","0","0","0"
"593","drink","0","0","0"
"594","ear","0","0","0"
"595","egg","0","0","0"
"596","eye","0","0","0"
"597","face","0","0","0"
"598","farm","0","0","0"
"599","finger","0","0","0"
"600","fireman","0","0","0"
"601","firetruck","0","0","0"
"602","fish","0","0","0"
"603","flag","0","0","0"
"604","flower","0","0","0"
"605","food","0","0","0"
"606","french_fries   ","0","0","0"
"607","friend","0","0","0"
"608","game","0","0","0"
"609","garbage","0","0","0"
"610","garden","0","0","0"
"611","girl","0","0","0"
"612","glue","0","0","0"
"613","grandpa","0","0","0"
"614","grandma","0","0","0"
"615","grass","0","0","0"
"616","gum","0","0","0"
"617","hair","0","0","0"
"618","hamburger","0","0","0"
"619","hand","0","0","0"
"620","hat","0","0","0"
"621","head","0","0","0"
"622","hen","0","0","0"
"623","high_chair","0","0","0"
"624","home","0","0","0"
"625","ice","0","0","0"
"626","ice_cream","0","0","0"
"627","jelly","0","0","0"
"628","jello","0","0","0"
"629","juice","0","0","0"
"630","key","0","0","1"
"631","kitchen","0","0","0"
"632","kitty","0","0","0"
"633","knee","0","0","0"
"634","ladder","0","0","0"
"635","lady","0","0","0"
"636","lamp","0","0","1"
"637","leg","0","0","0"
"638","lips","0","0","0"
"639","living_room","0","0","0"
"640","lollipop","0","0","0"
"641","mailman","0","0","0"
"642","man","0","0","0"
"643","meat","0","0","0"
"644","medicine","0","0","0"
"645","milk","0","0","0"
"646","mommy","0","0","0"
"647","money","0","0","0"
"648","monkey","0","0","0"
"649","moon","0","0","0"
"650","mop","0","0","0"
"651","mouth","0","0","0"
"652","movie","0","0","0"
"653","muffin","0","0","0"
"654","nail     ","0","0","0"
"655","noodles","0","0","0"
"656","nose","0","0","0"
"657","nurse","0","0","0"
"658","nut","0","0","0"
"659","outside","0","0","0"
"660","pancake","0","0","0"
"661","paper","0","0","0"
"662","park","0","0","0"
"663","party","0","0","0"
"664","penny","0","0","0"
"665","people","0","0","0"
"666","person","0","0","0"
"667","picnic       ","0","0","0"
"668","picture","0","0","0"
"669","pizza","0","0","0"
"670","plant","0","0","0"
"671","play_pen","0","0","0"
"672","playground","0","0","0"
"673","police","0","0","0"
"674","pool","0","0","0"
"675","popsicle","0","0","0"
"676","porch","0","0","0"
"677","potato_chip","0","0","0"
"678","potty","0","0","0"
"679","present","0","0","0"
"680","pretzel","0","0","0"
"681","pudding","0","0","0"
"682","puppy","0","0","0"
"683","purse","0","0","0"
"684","puzzle  ","0","0","0"
"685","rain","0","0","0"
"686","refrigerator","0","0","0"
"687","rockingchair","0","0","0"
"688","roof","0","0","0"
"689","room","0","0","0"
"690","salt","0","0","0"
"691","sandbox","0","0","0"
"692","sandwich","0","0","0"
"693","sauce","0","0","0"
"694","school","0","0","0"
"695","shorts","0","0","0"
"696","shoulder","0","0","0"
"697","shower","0","0","0"
"698","sidewalk","0","0","0"
"699","sink","0","0","1"
"700","sister","0","0","0"
"701","sky","0","0","0"
"702","slide","0","0","0"
"703","sneaker","0","0","0"
"704","snowman","0","0","0"
"705","soap","0","0","0"
"706","soda","0","0","0"
"707","soup","0","0","0"
"708","spaghetti","0","0","0"
"709","sprinkler","0","0","0"
"710","stairs","0","0","0"
"711","star","0","0","0"
"712","store","0","0","0"
"713","story","0","0","0"
"714","street","0","0","0"
"715","stroller","0","0","0"
"716","sun","0","0","0"
"717","swing","0","0","0"
"718","teacher","0","0","0"
"719","teddybear","0","0","0"
"720","tights","0","0","0"
"721","tissue","0","0","0"
"722","toast","0","0","0"
"723","toe","0","0","0"
"724","tongue","0","0","0"
"725","tooth","0","0","0"
"726","toothbrush","0","0","0"
"727","towel","0","0","0"
"728","trash","0","0","0"
"729","tree","0","0","0"
"730","tummy","0","0","0"
"731","tv","0","0","0"
"732","uncle","0","0","0"
"733","underpants","0","0","0"
"734","vacuum","0","0","0"
"735","vanilla","0","0","0"
"736","vitamins","0","0","0"
"737","water","0","0","0"
"738","wind","0","0","0"
"739","window       ","0","0","0"
"740","wolf","0","0","0"
"741","woods","0","0","0"
"742","yard","0","0","0"
"743","yogurt","0","0","0"
"744","zipper","0","0","0"
"745","zoo","0","0","0"
"746","well","0","0","0"
"747","university","0","0","0"
"748","college","0","0","0"
"749","mother","0","0","0"
"750","library","0","0","0"
"751","world","0","0","0"
"752","children","0","0","0"
"753","war","0","0","0"
"754","father","0","0","0"
"755","letter","0","0","0"
"756","film","0","0","0"
"757","professor","0","0","0"
"758","lecture","0","0","0"
"759","saw","0","0","0"
"760","army","0","0","0"
"761","student","0","0","0"
"762","lecturer","0","0","0"
"763","road","0","0","0"
"764","board","0","0","0"
"765","woman","0","0","0"
"766","christmas","0","0","0"
"767","evening","0","0","0"
"768","beer","0","0","0"
"769","family","0","0","0"
"770","mine","0","0","0"
"771","men","0","0","0"
"772","lunch","0","0","0"
"773","dinner","0","0","0"
"774","sign","0","0","0"
"775","tea","0","0","0"
"776","feet","0","0","0"
"777","machine","0","0","0"
"778","paint","0","0","0"
"779","wife","0","0","0"
"780","patient","0","0","0"
"781","phone","0","0","0"
"782","ring","0","0","0"
"783","bank","0","0","0"
"784","map","0","0","0"
"785","page","0","0","0"
"786","glass","0","0","0"
"787","novel","0","0","0"
"788","fire","0","0","0"
"789","guy","0","0","0"
"790","kid","0","0","0"
"791","record","0","0","0"
"792","wine","0","0","0"
"793","earth","0","0","0"
"794","ghost","0","0","0"
"795","heart","0","0","0"
"796","husband","0","0","0"
"797","quarter","0","0","0"
"798","town","0","0","0"
"799","sea","0","0","0"
"800","body","0","0","0"
"801","hospital","0","0","0"
"802","light","0","0","0"
"803","secretary","0","0","0"
"804","corridor","0","0","0"
"805","shop","0","0","0"
"806","tape","0","0","0"
"807","coast","0","0","0"
"808","essay","0","0","0"
"809","foot","0","0","0"
"810","granny","0","0","0"
"811","lung","0","0","0"
"812","officer","0","0","0"
"813","hotel","0","0","0"
"814","market","0","0","0"
"815","port","0","0","0"
"816","space","0","0","0"
"817","tin","0","0","0"
"818","audience","0","0","0"
"819","battle","0","0","0"
"820","breakfast","0","0","0"
"821","fight","0","0","0"
"822","meal","0","0","0"
"823","bill","0","0","0"
"824","blood","0","0","0"
"825","brain","0","0","0"
"826","gift","0","0","0"
"827","portrait","0","0","0"
"828","rainbow","0","0","0"
"829","son","0","0","0"
"830","supper","0","0","0"
"831","uniform","0","0","0"
"832","village","0","0","0"
"833","watch","0","0","0"
"834","bell","0","0","0"
"835","branch","0","0","0"
"836","city","0","0","0"
"837","devil","0","0","0"
"838","engine","0","0","0"
"839","floor","0","0","0"
"840","gentleman","0","0","0"
"841","judge","0","0","0"
"842","land","0","0","0"
"843","landscape","0","0","0"
"844","spring","0","0","0"
"845","station","0","0","0"
"846","sugar","0","0","0"
"847","test","0","0","0"
"848","thumb","0","0","0"
"849","ticket","0","0","0"
"850","weather","0","0","0"
"851","bow","0","0","0"
"852","drug","0","0","0"
"853","dust","0","0","0"
"854","furniture","0","0","0"
"855","gold","0","0","0"
"856","pope","0","0","0"
"857","tennis","0","0","0"
"858","tusk","0","0","0"
"859","wood","0","0","0"
"860","canal","0","0","0"
"861","carriage","0","0","0"
"862","choir","0","0","0"
"863","concert","0","0","0"
"864","ferry","0","0","0"
"865","fur","0","0","0"
"866","gin","0","0","0"
"867","hall","0","0","0"
"868","king","0","0","0"
"869","knight","0","0","0"
"870","lock","0","0","0"
"871","minister","0","0","0"
"872","physician","0","0","0"
"873","plane","0","0","0"
"874","reflection","0","0","0"
"875","river","0","0","0"
"876","scratch","0","0","0"
"877","smile","0","0","0"
"878","speaker","0","0","0"
"879","sweat","0","0","0"
"880","window","0","0","0"
"881","wire","0","0","0"
"882","bar","0","0","0"
"883","bath","0","0","0"
"884","bush","0","0","0"
"885","camp","0","0","0"
"886","card","0","0","0"
"887","coal","0","0","0"
"888","crowd","0","0","0"
"889","dot","0","0","0"
"890","flood","0","0","0"
"891","grandfather","0","0","0"
"892","instrument","0","0","0"
"893","island","0","0","0"
"894","lens","0","0","0"
"895","mattress","0","0","0"
"896","neck","0","0","0"
"897","newspaper","0","0","0"
"898","orchestra","0","0","0"
"899","photograph","0","0","0"
"900","platform","0","0","0"
"901","prison","0","0","0"
"902","scotch","0","0","0"
"903","seat","0","0","0"
"904","soldier","0","0","0"
"905","storm","0","0","0"
"906","string","0","0","0"
"907","suit","0","0","0"
"908","tail","0","0","0"
"909","team","0","0","0"
"910","tube","0","0","0"
"911","valley","0","0","0"
"912","ash","0","0","0"
"913","avenue","0","0","0"
"914","bone","0","0","0"
"915","brandy","0","0","0"
"916","cardinal","0","0","0"
"917","ceiling","0","0","0"
"918","china","0","0","0"
"919","cocktail","0","0","0"
"920","crane","0","0","0"
"921","cream","0","0","0"
"922","cube","0","0","0"
"923","dome","0","0","0"
"924","fan","0","0","0"
"925","forest","0","0","0"
"926","gas","0","0","0"
"927","grandmother","0","0","0"
"928","grave","0","0","0"
"929","guard","0","0","0"
"930","harbour","0","0","0"
"931","jaw","0","0","0"
"932","linen","0","0","0"
"933","locker","0","0","0"
"934","monastery","0","0","0"
"935","ocean","0","0","0"
"936","palace","0","0","0"
"937","pit","0","0","0"
"938","plug","0","0","0"
"939","pocket","0","0","0"
"940","priest","0","0","0"
"941","princess","0","0","0"
"942","queen","0","0","0"
"943","referee","0","0","0"
"944","rose","0","0","0"
"945","sergeant","0","0","0"
"946","sixpence","0","0","0"
"947","snow","0","0","0"
"948","soprano","0","0","0"
"949","stable","0","0","0"
"950","steak","0","0","0"
"951","throat","0","0","0"
"952","tool","0","0","0"
"953","wave","0","0","0"
"954","ale","0","0","0"
"955","amplifier","0","0","0"
"956","arch","0","0","0"
"957","autumn","0","0","0"
"958","basin","0","0","0"
"959","bat","0","0","0"
"960","bay","0","0","0"
"961","beak","0","0","0"
"962","belly","0","0","0"
"963","blossom","0","0","0"
"964","boar","0","0","0"
"965","butcher","0","0","0"
"966","butter","0","0","0"
"967","canteen","0","0","0"
"968","carp","0","0","0"
"969","cash","0","0","0"
"970","cattle","0","0","0"
"971","cell","0","0","0"
"972","chart","0","0","0"
"973","coach","0","0","0"
"974","colonel","0","0","0"
"975","crank","0","0","0"
"976","crook","0","0","0"
"977","dancer","0","0","0"
"978","dawn","0","0","0"
"979","daylight","0","0","0"
"980","detective","0","0","0"
"981","dollar","0","0","0"
"982","dusk","0","0","0"
"983","factory","0","0","0"
"984","farmyard","0","0","0"
"985","fireplace","0","0","0"
"986","frost","0","0","0"
"987","gallery","0","0","0"
"988","gang","0","0","0"
"989","gem","0","0","0"
"990","giant","0","0","0"
"991","golf","0","0","0"
"992","hill","0","0","0"
"993","hive","0","0","0"
"994","hog","0","0","0"
"995","horn","0","0","0"
"996","hunt","0","0","0"
"997","ink","0","0","0"
"998","jail","0","0","0"
"999","jam","0","0","0"
"1000","jungle","0","0","0"
"1001","lake","0","0","0"
"1002","leaflet","0","0","0"
"1003","lip","0","0","0"
"1004","liver","0","0","0"
"1005","lump","0","0","0"
"1006","machinery","0","0","0"
"1007","mail","0","0","0"
"1008","mansion","0","0","0"
"1009","mermaid","0","0","0"
"1010","mole","0","0","0"
"1011","morgue","0","0","0"
"1012","mountain","0","0","0"
"1013","mouthpiece","0","0","0"
"1014","net","0","0","0"
"1015","nickel","0","0","0"
"1016","paste","0","0","0"
"1017","procession","0","0","0"
"1018","profile","0","0","0"
