objectID,objectType,playerID,handedness,gender,ethnicity,race,allModelsBrent,allModelsGabe,allModelsMegan,allModelsMelody
5241,sandals ,0,2,1,1,2,1,1,1,0
5240,spider ,0,2,1,1,2,0,0,0,0
5239,bike ,0,2,1,1,2,0,1,2,0
5238,piano ,0,2,1,1,2,0,0,2,0
5237,apartment ,0,2,1,1,2,0,0,0,0
5236,sailboat ,0,2,1,1,2,0,0,0,0
5235,stereo ,0,2,1,1,2,0,0,0,0
5234,rat ,0,2,1,1,2,0,0,1,0
5233,violin ,0,2,1,1,2,0,0,0,0
5232,fork ,0,2,1,1,2,0,0,0,0
5231,bomb ,0,2,1,1,2,0,0,0,0
5230,pearl ,0,2,1,1,2,0,0,0,0
5229,corn ,0,2,1,1,2,0,0,0,0
5228,drain ,0,2,1,1,2,0,0,0,0
5227,swan ,0,2,1,1,2,0,0,0,0
5226,strainer ,0,2,1,1,2,0,0,0,0
5225,cranberry ,0,2,1,1,2,0,0,0,0
5224,octopus ,0,2,1,1,2,0,0,0,0
5223,peacock ,0,2,1,1,2,0,0,0,0
5222,mandarin ,0,2,1,1,2,0,0,2,0
5221,bookcase ,0,2,1,1,2,0,0,0,0
5220,belt ,0,2,1,1,2,0,0,0,0
5219,sleigh ,0,2,1,1,2,0,0,0,0
5218,walnut ,0,2,1,1,2,0,0,0,0
5217,pier ,0,2,1,1,2,0,0,0,0
5216,menu ,0,2,1,1,2,0,0,0,1
5215,beaver ,0,2,1,1,2,0,1,2,0
5214,robe ,0,2,1,1,2,0,0,0,0
5213,coin ,0,2,1,1,2,0,0,0,0
5212,submarine ,0,2,1,1,2,0,0,0,0
5211,cork ,0,2,1,1,2,0,0,0,0
5210,iguana ,0,2,1,1,2,0,0,0,0
5209,tap ,0,2,1,1,2,0,0,0,0
5208,toaster ,0,2,1,1,2,0,0,0,0
5207,bridge ,0,2,1,1,2,0,0,0,0
5206,tray ,0,2,1,1,2,0,0,0,0
5205,leotards ,0,2,1,1,2,0,0,0,0
5204,box ,0,2,1,1,2,0,0,0,0
5203,pencil ,0,2,1,1,2,0,0,0,0
5202,cantaloupe ,0,2,1,1,2,0,0,0,0
5201,willow ,0,2,1,1,2,0,0,0,0
5200,chisel ,0,2,1,1,2,0,0,0,0
5199,box ,0,2,1,1,2,0,0,0,0
5198,catapult ,0,2,1,1,2,0,0,0,0
5197,banana ,0,2,1,1,2,0,0,0,0
5196,colander ,0,2,1,1,2,0,0,0,0
5195,celery ,0,2,1,1,2,0,0,0,0
5194,drum ,0,2,1,1,2,0,0,0,0
5193,closet ,0,2,1,1,2,0,0,0,0
5192,toaster ,0,2,1,1,2,0,0,0,0
5191,gun ,0,2,1,1,2,0,0,0,0
5190,key ,0,2,1,1,2,0,0,0,0
5189,skillet ,0,2,1,1,2,0,0,0,0
5188,clock ,0,2,1,1,2,0,0,0,0
5187,tuna ,0,2,1,1,2,0,0,0,0
5186,rocket ,0,2,1,1,2,0,0,0,0
5185,veil ,0,2,1,1,2,0,0,0,0
5184,tank_(container) ,0,2,1,1,2,0,0,0,0
5183,shed ,0,2,1,1,2,0,0,0,0
5182,mouse_(computer) ,0,2,1,1,2,0,0,0,0
5181,trousers ,0,2,1,1,2,0,0,0,0
5180,ant ,0,2,1,1,2,0,0,0,0
5179,pyramid ,0,2,1,1,2,0,0,0,0
5178,pistol ,0,2,1,1,2,0,0,0,0
5177,pie ,0,2,1,1,2,0,0,0,0
5176,trolley ,0,2,1,1,2,0,0,0,0
5175,fridge ,0,2,1,1,2,0,0,0,0
5174,skateboard ,0,2,1,1,2,0,0,0,0
5173,apron ,0,2,1,1,2,0,0,0,0
5172,gorilla ,0,2,1,1,2,0,0,0,0
5171,plum ,0,2,1,1,2,0,0,0,0
5170,door ,0,2,1,1,2,0,0,0,0
5169,chapel ,0,2,1,1,2,0,0,0,0
5168,cat ,0,2,1,1,2,0,0,0,0
5167,eagle ,0,2,1,1,2,0,1,1,1
5166,garage ,0,2,1,1,2,0,0,0,0
5165,yam ,0,2,1,1,2,0,0,0,0
5164,ambulance ,0,2,1,1,2,0,0,0,0
5163,limousine ,0,2,1,1,2,0,0,0,0
5162,mackerel ,0,2,1,1,2,1,1,0,0
5161,cranberry ,0,2,1,1,2,0,0,0,0
5160,bow_(ribbon) ,0,2,1,1,2,0,0,0,0
5159,nightingale ,0,2,1,1,2,0,-1,-1,0
5158,van ,0,2,1,1,2,0,0,0,0
5157,mixer ,0,2,1,1,2,0,0,0,1
5156,otter ,0,2,1,1,2,1,1,1,0
5155,nightgown ,0,2,1,1,2,0,0,0,0
5154,napkin ,0,2,1,1,2,0,0,0,0
5153,tuna ,0,2,1,1,2,0,0,1,0
5152,gloves ,0,2,1,1,2,0,0,0,0
5151,sheep ,0,2,1,1,2,0,0,1,0
5150,dishwasher ,0,2,1,1,2,0,0,0,0
5149,swan ,0,2,1,1,2,-1,-1,-1,0
5148,bolts ,0,2,1,1,2,0,0,0,0
5147,parakeet ,0,2,1,1,2,-1,-1,-1,-1
5146,cushion ,0,2,1,1,2,0,0,0,0
5145,bowl ,0,2,1,1,2,0,0,0,0
5144,swimsuit ,0,2,1,1,2,0,0,0,0
5143,cauliflower ,0,2,1,1,2,0,0,0,0
5142,saxophone ,0,2,1,1,2,0,0,0,0
5141,dagger ,0,2,1,1,2,0,0,0,0
5140,lettuce ,0,2,1,1,2,0,0,0,0
5139,tractor ,0,2,1,1,2,-1,1,1,0
5138,giraffe ,0,2,1,1,2,0,0,0,0
5137,vine ,0,2,1,1,2,0,0,0,0
5136,telephone ,0,2,1,1,2,0,0,-1,0
5135,board_(black) ,0,2,1,1,2,0,0,0,0
5134,radio ,0,2,1,1,2,0,0,0,-1
5133,prune ,0,2,1,1,2,0,0,0,0
5132,dandelion ,0,2,1,1,2,0,0,0,0
5131,nectarine ,0,2,1,1,2,0,0,0,0
5130,shawl ,0,2,1,1,2,0,0,0,0
5129,skillet ,0,2,1,1,2,0,0,0,0
5128,whip ,0,2,1,1,2,0,0,1,-1
5127,cabin ,0,2,1,1,2,0,0,0,0
5126,blackbird ,0,2,1,1,2,-1,-1,-1,-1
5125,panther ,0,2,1,1,2,-1,-1,-1,-1
5124,crossbow ,0,2,1,1,2,0,0,0,0
5123,iguana ,0,2,1,1,2,1,0,0,0
5122,cabinet ,0,2,1,1,2,0,-1,0,-1
5121,corkscrew ,0,2,1,1,2,0,0,1,0
5120,belt ,0,2,1,1,2,0,0,0,0
5119,grape ,0,2,1,1,2,0,0,0,0
5118,sardine ,0,2,1,1,2,0,0,1,-1
5117,chandelier ,0,2,1,1,2,0,0,0,0
5116,skateboard ,0,2,1,1,2,0,0,0,1
5115,hawk ,0,2,1,1,2,-1,-1,-1,0
5114,sandpaper ,0,2,1,1,2,0,0,0,0
5113,chapel ,0,2,1,1,2,0,0,0,0
5112,cup ,0,2,1,1,2,0,0,0,0
5111,pipe_(smoking) ,0,2,1,1,2,1,1,1,0
5110,python ,0,2,1,1,2,0,0,-1,0
5109,cap_(hat) ,0,2,1,1,2,-1,-1,-1,0
5108,surfboard ,0,2,1,1,2,0,0,1,0
5107,boots ,0,2,1,1,2,-1,-1,-1,-1
5106,cello ,0,2,1,1,2,0,0,0,0
5105,cape ,0,2,1,1,2,0,0,0,0
5104,typewriter ,0,2,1,1,2,1,0,0,0
5103,tent ,0,2,1,1,2,0,0,0,0
5102,doorknob ,0,2,1,1,2,1,0,1,1
5101,level ,0,2,1,1,2,0,0,0,0
5100,jet ,0,2,1,1,2,0,0,0,0
5099,hare ,0,2,1,1,2,0,0,0,0
5098,scarf ,0,2,1,1,2,0,0,0,-1
5097,helmet ,0,2,1,1,2,0,0,0,0
5096,microwave ,0,2,1,1,2,0,0,0,0
5095,snail ,0,2,1,1,2,0,0,0,0
5094,napkin ,0,2,1,1,2,0,0,0,0
5093,octopus ,0,2,1,1,2,0,0,0,0
5092,woodpecker ,0,2,1,1,2,1,1,1,1
5091,wand ,0,2,1,1,2,1,1,0,0
5090,taxi ,0,2,1,1,2,0,0,0,0
5089,pipe_(smoking) ,0,2,1,1,2,1,1,1,0
5088,biscuit ,0,2,1,1,2,0,0,0,0
5087,whip ,0,2,1,1,2,0,0,1,0
5086,cougar ,0,2,1,1,2,-1,-1,1,0
5085,corn ,0,2,1,1,2,0,0,0,0
5084,trombone ,0,2,1,1,2,-1,-1,0,1
5083,cart ,0,2,1,1,2,0,0,0,0
5082,wrench ,0,2,1,1,2,0,0,0,0
5081,slingshot ,0,2,1,1,2,1,1,1,0
5080,sandals ,0,2,1,1,2,1,0,0,0
5079,ox ,0,2,1,1,2,0,0,0,0
5078,shrimp ,0,2,1,1,2,1,0,-1,0
5077,crowbar ,0,2,1,1,2,1,1,1,0
5076,bed ,0,2,1,1,2,1,-1,0,0
5075,stereo ,0,2,1,1,2,0,0,0,0
5074,dolphin ,0,2,1,1,2,0,0,0,0
5073,hawk ,0,2,1,1,2,0,0,0,0
5072,potato ,0,2,1,1,2,0,0,0,0
5071,pickle ,0,2,1,1,2,0,0,0,0
5070,bag ,0,2,1,1,2,0,0,0,0
5069,chain ,0,2,1,1,2,0,0,0,-1
5068,rake ,0,2,1,1,2,0,0,0,0
5067,book ,0,2,1,1,2,0,0,0,0
5066,tack ,0,2,1,1,2,0,0,0,0
5065,cigarette ,0,2,1,1,2,1,1,0,0
5064,balloon ,0,2,1,1,2,0,0,0,0
5063,mouse ,0,2,1,1,2,0,0,0,0
5062,hawk ,0,2,1,1,2,0,0,0,1
5061,slippers ,0,2,1,1,2,0,0,0,0
5060,unicycle ,0,2,1,1,2,0,0,0,0
5059,boots ,0,2,1,1,2,0,0,0,0
5058,willow ,0,2,1,1,2,0,0,0,0
5057,freezer ,0,2,1,1,2,0,0,0,-1
5056,crab ,0,2,1,1,2,0,0,0,0
5055,raspberry ,0,2,1,1,2,0,0,0,0
5054,cape ,0,2,1,1,2,0,0,0,0
5053,orange ,0,2,1,1,2,0,0,0,0
5052,leotards ,0,2,1,1,2,0,0,0,0
5051,caribou ,0,2,1,1,2,0,0,0,0
5050,sword ,0,2,1,1,2,0,0,0,0
5049,hook ,0,2,1,1,2,-1,0,0,-1
5048,deer ,0,2,1,1,2,0,0,0,0
5047,surfboard ,0,2,1,1,2,0,0,0,0
5046,pan ,0,2,1,1,2,-1,-1,1,0
5045,tuba ,0,2,1,1,2,0,0,0,0
5044,toaster ,0,2,1,1,2,0,0,0,0
5043,tiger ,0,2,1,1,2,0,0,0,0
5042,beets ,0,2,1,1,2,0,0,0,2
5041,trousers ,0,2,1,1,2,0,0,0,0
5040,accordion ,0,2,1,1,2,0,0,0,2
5039,tank_(army) ,0,2,1,1,2,1,1,1,0
5038,umbrella ,0,2,1,1,2,0,0,-1,0
5037,trousers ,0,2,1,1,2,0,0,0,2
5036,robe ,0,2,1,1,2,0,0,0,0
5035,cathedral ,0,2,1,1,2,0,0,0,0
5034,squid ,0,2,1,1,2,0,0,0,0
5033,trumpet ,0,2,1,1,2,0,0,1,-1
5032,shirt ,0,2,1,1,2,0,0,0,0
5031,cranberry ,0,2,1,1,2,0,0,0,0
5030,pear ,0,2,1,1,2,0,0,0,0
5029,chisel ,0,2,1,1,2,0,0,0,2
5028,socks ,0,2,1,1,2,0,0,0,0
5027,seal ,0,2,1,1,2,0,0,0,0
5026,wand ,0,2,1,1,2,0,0,0,0
5025,earmuffs ,0,2,1,1,2,0,0,0,0
5024,bench ,0,2,1,1,2,0,0,0,0
5023,apple ,0,2,1,1,2,0,0,0,0
5022,balloon ,0,2,1,1,2,0,0,0,0
5021,drain ,0,2,1,1,2,0,0,0,0
5020,raisin ,0,2,1,1,2,0,0,1,0
5019,skunk ,0,2,1,1,2,1,1,1,0
5018,honeydew ,0,2,1,1,2,0,0,0,0
5017,starling ,0,2,1,1,2,0,0,1,0
5016,bin_(waste) ,0,2,1,1,2,0,0,0,0
5015,mushroom ,0,2,1,1,2,0,0,0,0
5014,pillow ,0,2,1,1,2,0,0,0,0
5013,cougar ,0,2,1,1,2,-1,-1,-1,-1
5012,catapult ,0,2,1,1,2,1,1,-1,0
5011,bike ,0,2,1,1,2,-1,-1,-1,0
5010,kettle ,0,2,1,1,2,1,1,1,1
5009,bomb ,0,2,1,1,2,0,0,0,0
5008,buckle ,0,2,1,1,2,0,0,0,0
5007,brush ,0,2,1,1,2,0,0,0,0
5006,groundhog ,0,2,1,1,2,0,0,0,0
5005,cheetah ,0,2,1,1,2,-1,-1,-1,-1
5004,screws ,0,2,1,1,2,0,0,0,0
5003,donkey ,0,2,1,1,2,-1,-1,-1,0
5002,grape ,0,2,1,1,2,0,0,0,-1
5001,pony ,0,2,1,1,2,-1,-1,-1,0
5000,shack ,0,2,1,1,2,0,0,0,-1
4999,limousine ,0,2,1,1,2,-1,-1,-1,0
4998,dove ,0,2,1,1,2,0,0,0,0
4997,nylons ,0,2,1,1,2,0,0,0,0
4996,tuba ,0,2,1,1,2,0,0,1,0
4995,colander ,0,2,1,1,2,0,0,0,0
4994,dog ,0,2,1,1,2,-1,-1,-1,0
4993,trolley ,0,2,1,1,2,0,0,0,0
4992,clarinet ,0,2,1,1,2,0,0,0,1
4991,tuba ,0,2,1,1,2,0,0,0,0
4990,oven ,0,2,1,1,2,0,0,0,0
4989,lime ,0,2,1,1,2,0,0,0,0
4988,raspberry ,0,2,1,1,2,0,0,0,0
4987,ox ,0,2,1,1,2,0,0,0,0
4986,coyote ,0,2,1,1,2,1,1,1,1
4985,pumpkin ,0,2,1,1,2,0,0,0,0
4984,mushroom ,0,2,1,1,2,0,0,1,0
4983,card_(greeting) ,0,2,1,1,2,0,0,-1,0
4982,tuba ,0,2,1,1,2,0,0,0,0
4981,potato ,0,2,1,1,2,0,0,0,0
4980,cottage ,0,2,1,1,2,0,0,0,0
4979,raisin ,0,2,1,1,2,0,0,0,0
4978,pillow ,0,2,1,1,2,0,0,0,0
4977,oriole ,0,2,1,1,2,1,1,1,0
4976,box ,0,2,1,1,2,0,0,0,0
4975,shield ,0,2,1,1,2,0,0,0,0
4974,doll ,0,2,1,1,2,0,0,0,0
4973,saddle ,0,2,1,1,2,0,0,0,0
4972,pen ,0,2,1,1,2,0,0,0,0
4971,salmon ,0,2,1,1,2,1,1,1,1
4970,sofa ,0,2,1,1,2,0,0,0,0
4969,shirt ,0,2,1,1,2,0,0,0,0
4968,bagpipe ,0,2,1,1,2,0,0,1,0
4967,pickle ,0,2,1,1,2,0,0,0,0
4966,mirror ,0,2,1,1,2,0,0,0,0
4965,lamp ,0,2,1,1,2,0,0,0,0
4964,microwave ,0,2,1,1,2,0,0,0,0
4963,bomb ,0,2,1,1,2,0,0,0,0
4962,cape ,0,2,1,1,2,0,0,0,0
4961,prune ,0,2,1,1,2,0,0,0,0
4960,harpsichord ,0,2,1,1,2,1,1,-1,0
4959,chain ,0,2,1,1,2,0,0,0,-1
4958,cheetah ,0,2,1,1,2,0,0,0,0
4957,building ,0,2,1,1,2,0,0,0,0
4956,bracelet ,0,2,1,1,2,0,0,0,0
4955,willow ,0,2,1,1,2,0,1,1,1
4954,cow ,0,2,1,1,2,-1,-1,-1,0
4953,lamp ,0,2,1,1,2,0,0,0,0
4952,limousine ,0,2,1,1,2,0,0,1,0
4951,bomb ,0,2,1,1,2,0,0,0,0
4950,gown ,0,2,1,1,2,0,0,0,0
4949,cheese ,0,2,1,1,2,0,0,0,-1
4948,cherry ,0,2,1,1,2,0,0,0,0
4947,clarinet ,0,2,1,1,2,0,0,0,0
4946,tongs ,0,2,1,1,2,0,0,0,0
4945,spear ,0,2,1,1,2,1,1,0,1
4944,turnip ,0,2,1,1,2,0,0,0,0
4943,crown ,0,2,1,1,2,0,0,0,0
4942,closet ,0,2,1,1,2,0,0,0,0
4941,tricycle ,0,2,1,1,2,1,1,-1,0
4940,bow_(weapon) ,0,2,1,1,2,0,0,0,0
4939,avocado ,0,2,1,1,2,0,0,0,0
4938,flamingo ,0,2,1,1,2,0,0,0,0
4937,hammer ,0,2,1,1,2,1,1,1,0
4936,buzzard ,0,2,1,1,2,0,0,0,0
4935,shelves ,0,2,1,1,2,0,0,0,0
4934,elk ,0,2,1,1,2,0,0,0,-1
4933,cup ,0,2,1,1,2,1,1,0,0
4932,zucchini ,0,2,1,1,2,0,0,0,0
4931,freezer ,0,2,1,1,2,0,0,0,0
4930,hamster ,0,2,1,1,2,1,1,1,1
4929,van ,0,2,1,1,2,0,0,0,0
4928,tortoise ,0,2,1,1,2,0,0,1,0
4927,bike ,0,2,1,1,2,1,0,1,0
4926,grapefruit ,0,2,1,1,2,0,0,0,0
4925,porcupine ,0,2,1,1,2,0,0,0,0
4924,biscuit ,0,2,1,1,2,0,0,0,0
4923,pie ,0,2,1,1,2,0,0,0,0
4922,trousers ,0,2,1,1,2,0,0,0,0
4921,corkscrew ,0,2,1,1,2,0,0,0,0
4920,clarinet ,0,2,1,1,2,1,-1,-1,-1
4919,tray ,0,2,1,1,2,0,0,0,0
4918,dove ,0,2,1,1,2,0,0,0,0
4917,pier ,0,2,1,1,2,0,0,0,0
4916,rabbit ,0,2,1,1,2,0,0,0,0
4915,marble ,0,2,1,1,2,0,0,0,0
4914,bracelet ,0,2,1,1,2,0,0,0,0
4913,marble ,0,2,1,1,2,0,0,0,0
4912,freezer ,0,2,1,1,2,0,0,0,0
4911,anchor ,0,2,1,1,2,0,0,0,0
4910,microwave ,0,2,1,1,2,0,0,0,0
4909,slippers ,0,2,1,1,2,0,0,0,0
4908,microwave ,0,2,1,1,2,0,0,0,0
4907,hyena ,0,2,1,1,2,1,1,1,1
4906,brick ,0,2,1,1,2,0,0,0,0
4905,screwdriver ,0,2,1,1,2,0,0,0,0
4904,gate ,0,2,1,1,2,0,0,0,0
4903,avocado ,0,2,1,1,2,0,0,0,0
4902,knife ,0,2,1,1,2,0,0,0,0
4901,cockroach ,0,2,1,1,2,0,0,0,0
4900,cougar ,0,2,1,1,2,0,0,0,0
4899,spoon ,0,2,1,1,2,1,1,1,1
4898,knife ,0,2,1,1,2,1,1,0,0
4897,moth ,0,2,1,1,2,0,0,0,0
4896,coconut ,0,2,1,1,2,0,0,0,0
4895,chimp ,0,2,1,1,2,0,0,0,0
4894,bread ,0,2,1,1,2,0,0,0,0
4893,catfish ,0,2,1,1,2,0,0,0,0
4892,jeep ,0,2,1,1,2,-1,-1,-1,0
4891,radish ,0,2,1,1,2,0,0,0,0
4890,cap_(hat) ,0,2,1,1,2,1,1,1,-1
4889,dagger ,0,2,1,1,2,1,1,1,0
4888,saucer ,0,2,1,1,2,0,0,0,0
4887,dishwasher ,0,2,1,1,2,0,0,0,0
4886,pan ,0,2,1,1,2,0,0,0,0
4885,olive ,0,2,1,1,2,0,0,0,1
4884,elevator ,0,2,1,1,2,0,0,0,0
4883,spade ,0,2,1,1,2,0,0,0,0
4882,skis ,0,2,1,1,2,0,0,0,0
4881,paintbrush ,0,2,1,1,2,0,0,0,0
4880,bison ,0,2,1,1,2,0,0,0,0
4879,sweater ,0,2,1,1,2,0,0,0,0
4878,axe ,0,2,1,1,2,1,1,1,1
4877,stool_(furniture) ,0,2,1,1,2,0,0,0,0
4876,keyboard_(musical) ,0,2,1,1,2,0,0,0,-1
4875,pot ,0,2,1,1,2,0,0,0,0
4874,crane_(machine) ,0,2,1,1,2,1,1,1,1
4873,nightingale ,0,2,1,1,2,1,1,0,0
4872,menu ,0,2,1,1,2,0,0,0,0
4871,stove ,0,2,1,1,2,0,0,0,1
4870,brush ,0,2,1,1,2,0,0,0,0
4869,turkey ,0,2,1,1,2,0,0,1,0
4868,broccoli ,0,2,1,1,2,0,0,0,0
4867,garage ,0,2,1,1,2,0,0,0,0
4866,onions ,0,2,1,1,2,0,0,0,0
4865,sledgehammer ,0,2,1,1,2,0,0,0,0
4864,envelope ,0,2,1,1,2,0,0,0,0
4863,mat ,0,2,1,1,2,0,0,0,0
4862,wand ,0,2,1,1,2,0,0,0,0
4861,belt ,0,2,1,1,2,0,0,0,0
4860,desk ,0,2,1,1,2,0,0,0,0
4859,robe ,0,2,1,1,2,0,0,0,0
4858,mink ,0,2,1,1,2,0,0,1,0
4857,duck ,0,2,1,1,2,0,0,0,0
4856,rice ,0,2,1,1,2,0,0,2,0
4855,clamp ,0,2,1,1,2,0,0,0,0
4854,bike ,0,2,1,1,2,0,0,2,0
4853,peacock ,0,2,1,1,2,0,0,0,0
4852,goldfish ,0,2,1,1,2,0,0,0,0
4851,rope ,0,2,1,1,2,0,0,0,0
4850,spoon ,0,2,1,1,2,1,1,0,0
4849,wall ,0,2,1,1,2,0,0,0,0
4848,crayon ,0,2,1,1,2,1,1,1,1
4847,banjo ,0,2,1,1,2,0,0,-1,-1
4846,pencil ,0,2,1,1,2,1,1,1,1
4845,yacht ,0,2,1,1,2,0,0,0,0
4844,ship ,0,2,1,1,2,0,0,0,-1
4843,sardine ,0,2,1,1,2,0,1,0,1
4842,chisel ,0,2,1,1,2,0,0,0,0
4841,church ,0,2,1,1,2,0,0,0,0
4840,sack ,0,2,1,1,2,0,0,0,0
4839,kite ,0,2,1,1,2,0,0,0,0
4838,magazine ,0,2,1,1,2,0,0,0,0
4837,coconut ,0,2,1,1,2,0,0,0,0
4836,oven ,0,2,1,1,2,1,0,0,0
4835,saddle ,0,2,1,1,2,0,0,1,0
4834,stick ,0,2,1,1,2,0,0,0,0
4833,celery ,0,2,1,1,2,0,0,0,0
4832,alligator ,0,2,1,1,2,1,1,1,1
4831,drapes ,0,2,1,1,2,0,0,0,0
4830,rabbit ,0,2,1,1,2,0,0,0,1
4829,table ,0,2,1,1,2,0,0,0,0
4828,wall ,0,2,1,1,2,0,0,0,0
4827,bedroom ,0,2,1,1,2,0,0,0,0
4826,plate ,0,2,1,1,2,0,0,0,0
4825,raspberry ,0,2,1,1,2,0,0,0,0
4824,hut ,0,2,1,1,2,0,0,0,0
4823,orange ,0,2,1,1,2,0,0,0,0
4822,marble ,0,2,1,1,2,0,0,0,0
4821,corn ,0,2,1,1,2,0,0,0,0
4820,cantaloupe ,0,2,1,1,2,0,0,0,0
4819,celery ,0,2,1,1,2,0,0,0,0
4818,goldfish ,0,2,1,1,2,1,1,1,1
4817,gopher ,0,2,1,1,2,0,0,0,0
4816,mat ,0,2,1,1,2,0,0,0,0
4815,ruler ,0,2,1,1,2,0,0,0,0
4814,cucumber ,0,2,1,1,2,0,0,0,0
4813,oriole ,0,2,1,1,2,0,0,0,0
4812,microwave ,0,2,1,1,2,0,0,0,0
4811,coin ,0,2,1,1,2,0,0,0,0
4810,tent ,0,2,1,1,2,0,0,0,0
4809,shack ,0,2,1,1,2,0,0,0,0
4808,cabbage ,0,2,1,1,2,0,0,0,0
4807,chain ,0,2,1,1,2,0,0,0,0
4806,robe ,0,2,1,1,2,0,0,0,0
4805,cap_(hat) ,0,2,1,1,2,0,0,0,0
4804,harp ,0,2,1,1,2,0,0,0,0
4803,umbrella ,0,2,1,1,2,0,0,0,0
4802,falcon ,0,2,1,1,2,0,0,0,0
4801,mittens ,0,2,1,1,2,0,0,0,0
4800,level ,0,2,1,1,2,0,0,1,0
4799,jeans ,0,2,1,1,2,0,0,0,0
4798,cork ,0,2,1,1,2,0,0,0,0
4797,stereo ,0,2,1,1,2,0,0,0,0
4796,bullet ,0,2,1,1,2,1,0,1,1
4795,bull ,0,2,1,1,2,0,0,0,0
4794,elk ,0,2,1,1,2,-1,-1,-1,-1
4793,bridge ,0,2,1,1,2,0,0,0,0
4792,peg ,0,2,1,1,2,0,0,0,0
4791,seagull ,0,2,1,1,2,-1,-1,-1,0
4790,bottle ,0,2,1,1,2,0,0,-1,0
4789,blackbird ,0,2,1,1,2,-1,-1,-1,0
4788,woodpecker ,0,2,1,1,2,-1,-1,-1,0
4787,tripod ,0,2,1,1,2,0,0,0,0
4786,fan_(appliance) ,0,2,1,1,2,0,0,0,0
4785,toy ,0,2,1,1,2,-1,-1,-1,0
4784,racquet ,0,2,1,1,2,0,0,0,0
4783,butterfly ,0,2,1,1,2,0,0,0,0
4782,buggy ,0,2,1,1,2,0,0,0,0
4781,bolts ,0,2,1,1,2,0,0,0,0
4780,gun ,0,2,1,1,2,1,1,1,1
4779,machete ,0,2,1,1,2,1,-1,0,0
4778,dish ,0,2,1,1,2,0,0,0,0
4777,building ,0,2,1,1,2,0,0,0,0
4776,motorcycle ,0,2,1,1,2,-1,-1,-1,0
4775,coconut ,0,2,1,1,2,0,0,0,0
4774,rice ,0,2,1,1,2,0,0,0,0
4773,cheese ,0,2,1,1,2,0,0,0,0
4772,bungalow ,0,2,1,1,2,0,0,0,0
4771,taxi ,0,2,1,1,2,-1,-1,-1,-1
4770,coyote ,0,2,1,1,2,0,0,-1,-1
4769,grasshopper ,0,2,1,1,2,-1,-1,-1,0
4768,eel ,0,2,1,1,2,0,0,0,0
4767,bluejay ,0,2,1,1,2,-1,-1,-1,0
4766,ladle ,0,2,1,1,2,-1,-1,-1,0
4765,crown ,0,2,1,1,2,0,0,1,0
4764,basket ,0,2,1,1,2,0,0,0,0
4763,grasshopper ,0,2,1,1,2,1,1,1,0
4762,pencil ,0,2,1,1,2,0,0,0,0
4761,rope ,0,2,1,1,2,0,0,0,0
4760,clam ,0,2,1,1,2,-1,0,-1,0
4759,peach ,0,2,1,1,2,0,0,0,0
4758,brush ,0,2,1,1,2,0,0,0,0
4757,garage ,0,2,1,1,2,0,0,0,0
4756,spatula ,0,2,1,1,2,0,0,0,0
4755,tuna ,0,2,1,1,2,-1,-1,-1,-1
4754,pillow ,0,2,1,1,2,0,0,0,0
4753,clamp ,0,2,1,1,2,-1,-1,1,1
4752,zebra ,0,2,1,1,2,-1,-1,-1,0
4751,envelope ,0,2,1,1,2,0,0,0,0
4750,beetle ,0,2,1,1,2,-1,-1,-1,-1
4749,boat ,0,2,1,1,2,-1,-1,-1,0
4748,faucet ,0,2,1,1,2,-1,-1,-1,0
4747,door ,0,2,1,1,2,1,0,1,0
4746,pineapple ,0,2,1,1,2,0,0,0,0
4745,drain ,0,2,1,1,2,-1,-1,1,0
4744,candle ,0,2,1,1,2,0,0,0,0
4743,alligator ,0,2,1,1,2,-1,-1,-1,-1
4742,carpet ,0,2,1,1,2,0,0,0,-1
4741,turnip ,0,2,1,1,2,0,0,0,0
4740,elevator ,0,2,1,1,2,0,0,0,0
4739,duck ,0,2,1,1,2,-1,-1,-1,-1
4738,hare ,0,2,1,1,2,-1,-1,-1,0
4737,tank_(container) ,0,2,1,1,2,0,0,1,0
4736,tie ,0,2,1,1,2,0,0,0,0
4735,dishwasher ,0,2,1,1,2,0,0,0,-1
4734,elevator ,0,2,1,1,2,0,0,0,0
4733,limousine ,0,2,1,1,2,-1,-1,-1,-1
4732,stone ,0,2,1,1,2,0,0,0,0
4731,chair ,0,2,1,1,2,1,1,1,1
4730,dandelion ,0,2,1,1,2,0,0,0,0
4729,pliers ,0,2,1,1,2,0,0,0,0
4728,crayon ,0,2,1,1,2,0,0,0,0
4727,harp ,0,2,1,1,2,1,0,-1,1
4726,python ,0,2,1,1,2,1,1,0,0
4725,sink ,0,2,1,1,2,1,1,1,1
4724,slingshot ,0,2,1,1,2,0,0,0,0
4723,peacock ,0,2,1,1,2,1,1,1,0
4722,spade ,0,2,1,1,2,0,0,0,0
4721,nectarine ,0,2,1,1,2,0,0,0,0
4720,bat_(animal) ,0,2,1,1,2,0,0,0,-1
4719,truck ,0,2,1,1,2,-1,-1,-1,0
4718,cannon ,0,2,1,1,2,-1,0,1,-1
4717,leotards ,0,2,1,1,2,0,0,0,0
4716,drain ,0,2,1,1,2,0,0,0,0
4715,apron ,0,2,1,1,2,0,0,0,0
4714,tangerine ,0,2,1,1,2,0,0,0,0
4713,chickadee ,0,2,1,1,2,0,0,0,0
4712,flea ,0,2,1,1,2,0,0,0,1
